video_id,title,published_at,view_count,like_count,comment_count,duration
4Khb5VvAyPc,Choosing the right home loan?,2025-05-30T12:40:43Z,82648,1410,8,PT44S
rc-1sOxZwzY,Is Gurgaon Really Overvalued Today?,2025-05-29T13:15:09Z,366983,4984,84,PT44S
H6o0xLpYBqo,"Low Price, Low Property Appeal",2025-05-29T11:30:21Z,110635,1852,16,PT53S
JRWqsdqXx7c,What Makes Hyderabad Special?,2025-05-29T11:17:10Z,63277,1460,16,PT1M14S
j2CKNzVyvBE,The slum problem in Mumbai,2025-05-29T11:01:15Z,108702,1410,25,PT40S
ycGsB6Mzz6M,Safest City in India?,2025-05-28T12:01:50Z,64680,1946,57,PT1M15S
qVwP6JExZuA,How to Negotiate like a Pro,2025-05-28T11:45:05Z,129401,2240,12,PT1M5S
Hp7FupUm9Pc,Before you buy a house,2025-05-28T11:15:02Z,109868,1417,9,PT22S
aStMWu3t6CQ,What is Absorption Rate?,2025-05-28T08:12:29Z,66240,1397,3,PT55S
65bWdY_7620,Red Flags in a Builder,2025-05-28T07:41:03Z,103632,1967,6,PT1M21S
jNHAJaWGW9Q,Commercial vs Residential Investment,2025-05-27T14:35:39Z,469653,5787,119,PT48S
3U3WfbnTcC8,Best Indian City to Invest?,2025-05-27T14:31:58Z,443697,5179,75,PT35S
AYae4jtwTgs,Meal Costs Predict Area Rates,2025-05-27T14:23:41Z,346906,3666,47,PT30S
ROdN3a9rN0g,Hyderabad's Real Estate Price Map,2025-05-27T14:17:15Z,101271,841,2,PT24S
sr5MPo4brmQ,Gold vs Stocks vs Real Estate?,2025-05-27T13:01:30Z,192921,2779,29,PT48S
GbGzeQLY1H4,F&B Maps India’s Rich Pockets,2025-05-27T13:00:33Z,38451,641,0,PT41S
GCBdqIterjc,Future Cities of India Explained,2025-05-27T13:00:23Z,119855,2619,45,PT1M23S
XQNFPG3emxA,What is RERA?,2025-05-27T12:45:09Z,74117,1251,5,PT39S
JG2N2sdhSGQ,How to Invest in Indian Real estate? Complete guide in 90 mins I IBP EP29,2025-05-27T12:30:19Z,467402,7062,586,PT1H47M
2R1dgt6UXpk,Real Estate Hotspots in India,2025-05-27T12:30:02Z,97282,1679,24,PT41S
Z8Ijd45r8Hk,The UNTOLD STORY about America's $36 Trillion Debt | ECONOMIC Case Study,2025-05-26T15:15:07Z,1208541,29816,4257,PT18M17S
I_i_cA6QhcI,Students in India vs USA,2025-05-26T13:18:37Z,265581,7049,77,PT47S
oqD1np8kqsU,Ease of business in India,2025-05-26T13:16:28Z,965272,21779,401,PT1M3S
RuGj-EL2J3U,Engineers Need to Learn More,2025-05-26T13:13:33Z,55830,1653,31,PT59S
afTl4i7B_74,Hidden Truths of Indian Real Estate,2025-05-26T12:01:01Z,85287,3523,36,PT2M2S
0YrInRvAhQQ,Why Turkey Loves Pakistan Over India ?| UPSC Geopolitical case study,2025-05-21T13:00:17Z,375193,13486,1007,PT17M36S
eq5JDN5hglY,Can Starlink DISRUPT India's telecom sector? : Starlink case study,2025-05-14T15:45:10Z,523296,12336,735,PT18M53S
zkr-CVrMn9g,Indian Army Training!,2025-05-08T13:52:32Z,180762,3690,37,PT58S
W9LZoIbA1cU,Indian Army Never Forgets!,2025-05-08T10:27:00Z,116856,3701,24,PT1M6S
g8Y78Ct-8_M,How Amitabh Bachchan fell in love with Naturals? Business Case Study,2025-04-23T14:30:08Z,885680,17819,417,PT21M13S
FB5CAmE87fo,Kapil Dev Was Built Different 🏏🔥,2025-04-19T12:11:48Z,103903,2220,16,PT43S
uhf1NYxW198,1983: The win no one saw coming!,2025-04-19T11:53:04Z,58738,1012,4,PT46S
OAcVAGl80dE,Is Trump playing India?,2025-04-18T10:00:02Z,191971,3988,50,PT37S
TnEyFSToGbg,"Is Digital India a Failure? Are there Gaps in UPI, ONDC and OCEN? Detailed Analysis",2025-04-14T14:55:08Z,522394,15063,727,PT17M43S
wVXAFlueS9Y,How Steve Jobs saved Apple from BANKRUPTCY? | Documentary | The Greatest Comeback story ever,2025-04-11T14:45:07Z,520507,15364,555,PT32M30S
G8Lq06naiHI,Apple’s Darkest Hour,2025-04-10T13:49:08Z,54625,875,23,PT30S
GlnC0O-56ks,Will AI End Us?,2025-04-10T13:44:40Z,91370,1798,29,PT1M23S
h-z1_nWybDM,Truth about ChatGPT,2025-04-10T13:44:28Z,184931,3280,24,PT47S
X5y2SZ8Yyng,The DANGEROUS Side of AI,2025-04-10T13:44:17Z,37693,1087,17,PT1M21S
DEvMtZLTT8c,Game Changing AI Tools,2025-04-10T11:16:25Z,2477850,79106,205,PT1M9S
dsM7bIwnox8,Dark Truth about AI Exposed?,2025-04-10T11:15:35Z,77847,1837,28,PT1M11S
IsbQgOFDHbk,@nikhil.kamath  on Indian Business podcast,2025-04-09T13:47:52Z,288343,9411,81,PT1M3S
5G1Xaj3gIP0,Grok AI Exposed?,2025-04-05T14:37:54Z,154116,2762,66,PT1M31S
JkxHxb_iTzI,AI can build websites without Code!,2025-04-05T14:36:21Z,53892,1240,39,PT51S
ZCf2U9J32xI,Will AI Replace Indian Engineers?,2025-04-05T14:35:40Z,1042362,21283,482,PT1M32S
YywwpnCGOE0,AI will steal your Job?,2025-04-05T14:34:49Z,134868,2242,10,PT42S
Rt7qxyDzc_Y,Ultimate AI Masterclass for Founders and Executives 💰| Vaibhav Sisinty | IBP EP28,2025-04-05T14:00:07Z,925600,23382,872,PT1H40M40S
N4gFaOp-QzM,Want To Survive The AI Revolution? Watch This Now,2025-04-05T12:59:46Z,34203,1268,8,PT2M30S
UlJpevKpIoE,Location can Boost your Business?,2025-03-31T10:16:38Z,76941,1399,7,PT42S
lBRFzr8BS8E,Secret to 100x scale?,2025-03-31T10:16:17Z,145453,2417,8,PT1M2S
AFs008aYdSs,"T-Shirts, Jeans & cargos can make you Crores?",2025-03-31T09:51:37Z,41495,694,2,PT44S
X-timkdrFXQ,Key Principles for success?,2025-03-31T09:50:23Z,20836,656,3,PT1M
clM3MPKyuRc,Red flags in Fashion Industry?,2025-03-31T09:49:37Z,21532,516,0,PT51S
TRSW9E3gIPE,Is ZARA Failing?,2025-03-31T09:46:09Z,59430,1157,5,PT1M1S
iSAqr09NMpg,ZARA is dead?,2025-03-27T15:06:27Z,56057,1944,15,PT1M37S
VJbuBEZXcT8,Reviews can build your Brand!,2025-03-27T15:05:24Z,32180,1008,2,PT1M23S
-PfirlWVuQs,How Men Think!,2025-03-27T14:59:50Z,45355,1145,8,PT39S
Vwl6ZETAf9s,How to Build a clothing brand and make 500crores in India? ft. Siddharth Dungarwal | Snitch IBP EP27,2025-03-27T14:30:08Z,347039,6473,282,PT2H22M36S
AsEKIBskAqY,Recession fears in America again? India in Trouble? : Economic Case study,2025-03-25T15:36:07Z,1328916,28065,1258,PT20M46S
JX916HnPgyQ,Is Dubai Real Estate Really a Goldmine or a Landmine? | Business Case study,2025-03-21T15:43:21Z,1687871,30018,1673,PT22M57S
LAeFkUnLOZ4,Big issue of 5-star Restaurants!,2025-03-20T09:38:09Z,20526,778,8,PT1M20S
UqAMv7h_PXo,How Jio revolution changed India?,2025-03-20T09:29:38Z,21196,740,4,PT1M10S
fpCwi2R1qGo,How Most Gujaratis are Millionaires?,2025-03-18T16:04:00Z,288316,11312,110,PT51S
0ZEmoL5ggc4,Wining marketing strategy!,2025-03-18T15:46:08Z,13100,485,0,PT50S
Cck24Vwi8hQ,HDFC as their FIRST CLIENT?,2025-03-18T15:01:35Z,59675,1267,2,PT54S
zHpX88kk0G8,Every ENTREPRENEUR needs to WATCH THIS!,2025-03-18T15:00:39Z,24307,1388,4,PT45S
8tQOp2I2jcE,Robots will replace humans?,2025-03-18T15:00:36Z,10245,361,1,PT43S
jSkp8uYEx2A,99% of Restaurants FAIL – How Petpooja built a software to save them? : Business Case Study,2025-03-18T14:00:08Z,278478,4326,203,PT1H41M34S
GwYqInPCcSk,India’s No. 1 Restaurant Billing Solution,2025-03-18T12:53:53Z,56867,2324,10,PT1M43S
FrP3ymZ09GY,Can Modi KILL the OIL Mafia?,2025-03-18T12:15:33Z,41422,2199,29,PT1M30S
h_fdPgjp4bI,Can Modi KILL the OIL Mafia? | Geopolitical Case Study,2025-03-15T13:00:07Z,1594821,36608,1991,PT24M14S
fKsjmUha6UE,How India Killed British Monopoly to become the godfather of Cricket? : Business case study,2025-03-14T13:30:08Z,463669,12900,799,PT24M49S
Q9cYyTeXEBM,How BCCI Became the Richest Cricket Board in the World! #championsleague #championstrophy2025,2025-03-09T06:34:58Z,824750,27829,106,PT54S
4InU47MTJJY,"MS Dhoni, The Greatest Captain Indian Cricket Has Ever Seen!  #championsleague #championstrophy2025",2025-03-09T06:33:29Z,31045,1211,11,PT1M5S
Tz9h7GUb9dU,Why Australia Keeps Winning? #India #australia #indiavsaustralia,2025-03-09T06:07:10Z,259685,8434,64,PT1M9S
63OlMZe-yRQ,Breakfast with Champions!,2025-03-09T06:05:16Z,116744,5724,21,PT59S
LGmPXIggYwM,Batsman’s Biggest Weapon?,2025-03-09T06:04:42Z,659776,27158,87,PT1M11S
udFCIl1ULLA,Sachin made 100 Crores!,2025-03-09T06:03:24Z,683843,24322,60,PT1M5S
tiqMqvBNmGI,Indian Cricket Captains! #rohitsharma #viratkohli #msdhoni,2025-03-09T06:01:14Z,124686,4788,7,PT36S
wlyHZQZvl2M,BCCI Richest Cricket Board?,2025-03-09T06:01:09Z,15012,537,3,PT54S
gyZRSHn5_D8,India will win Champion Trophy 2025!,2025-03-09T04:01:01Z,18257,739,6,PT1M4S
9BzSsdqZq4s,Ravi Shastri-The Journey from All-Rounder to Head Coach#ravishastri  #indiancricket #cricketlegends,2025-03-08T15:54:01Z,416403,17684,15,PT41S
VxoIYwwkqiE,Rise of India in World Cricket!,2025-03-08T15:53:57Z,28575,1055,5,PT44S
Iw6tKszxjys,How India’s 1983 World Cup Win Changed Cricket Forever! #1983worldcup #championstrophy2025,2025-03-08T15:53:54Z,27037,912,2,PT45S
FRUkpJn4RQA,Cricket is an emotion! ❤️🏏 #championsleague #championstrophy2025 #cricket #love,2025-03-08T15:53:47Z,16915,746,6,PT37S
9hi6gH52QgU,"How BCCI became a Monopoly, Virat Kohli, Rohit and Dhoni’s secret of leadership?  ft. Gaurav Kapur",2025-03-08T15:36:07Z,668542,11491,438,PT1H43M15S
Y0aTX36WFlg,The Prince of Kolkata : Sourav Ganguly #sauravganguly #championsleague #indiancricket,2025-03-08T15:17:51Z,175845,6278,38,PT1M14S
gkaFPZobCWg,Yuvraj Singh’s 6 Sixes in an Over! #YuvrajSingh #SixSixes #t20worldcup #championsleague,2025-03-08T15:17:48Z,13841,629,5,PT1M15S
ol01HJ7QJ1Q,Virat Kohli! #kingkohli #championstrophy2025 #championsleague,2025-03-08T15:11:58Z,19892,720,2,PT31S
VQvfqR8vjW0,Indian Cricket Legends #championsleague #championstrophy2025,2025-03-08T15:11:10Z,9471,496,5,PT1M50S
4_5Smu0YAxw,Can Amul solve India's PROTEIN CRISIS? : Business case study,2025-02-27T15:28:16Z,401493,14147,719,PT27M22S
-vx1ork0O-c,The Secret Behind Success,2025-02-27T11:49:25Z,137576,8584,12,PT1M3S
LjShkT_NsJo,Traits of Powerful Leaders,2025-02-27T11:03:29Z,40975,2389,5,PT42S
wVhAId6CcY0,Qualities of a Great Leader,2025-02-27T10:45:31Z,84627,4464,4,PT57S
34Urybz172Q,Dark side of being a CEO,2025-02-27T09:05:42Z,940492,34612,352,PT58S
-DBx9Ss1C-g,"What Indian Army, Mukesh Ambani,Adani and Mahindra can teach you about leadership? Capt Raghu Raman",2025-02-26T13:15:08Z,385906,9143,350,PT2H35M25S
O8vUKmIOFjE,Why great leaders read?,2025-02-21T17:22:37Z,447679,22626,45,PT1M21S
_YiudnB46Rc,Quickest way to get success,2025-02-21T17:21:08Z,46707,3028,22,PT2M4S
WlZVe0bu_c4,Mukesh Ambani’s Leadership Secret!,2025-02-21T17:20:11Z,1225596,57760,289,PT1M57S
gSJi13cdUmY,MBA don’t teach leadership?,2025-02-21T17:19:47Z,80279,3293,28,PT1M20S
SqM1uODJ_wg,Dark Truth about Money!,2025-02-21T17:16:53Z,359056,14987,47,PT1M27S
pEfHNthYoZM,Indian Army’s Leadership Secret!,2025-02-21T17:14:41Z,30614,1866,7,PT1M
B-QzDmZOuik,Indian Army Motivation 🔥,2025-02-19T08:54:52Z,24083,1242,25,PT1M59S
1meLY1ZT91A,Lessons from Shivaji Raje 🔥,2025-02-19T05:58:33Z,92724,4807,31,PT37S
dL31EFJwiAk,Entrepreneurs are making big mistakes?,2025-02-17T10:54:02Z,27715,894,3,PT28S
uwb5QzxlprU,Framework for Success ?,2025-02-17T10:53:09Z,16852,736,3,PT35S
WO39028ZPnY,Shocking Truth About Job Ads?,2025-02-17T10:50:49Z,20884,617,6,PT31S
Z5UOQIpSV0E,RED FLAG for companies?,2025-02-17T10:48:58Z,98750,3089,6,PT28S
5ZKXIk0cLag,Naukri made 18 lakhs in one year?,2025-02-17T10:48:54Z,26144,857,3,PT42S
_UWFws8Glqg,Trump’s WAR on China: Can India Turn the US-China Trade War to become a SUPERPOWER?,2025-02-13T13:00:07Z,1032252,24282,1848,PT23M31S
a-a5kuLYtTo,"Will Reliance and Shein destroy ZARA, H&M and ZUDIO? | Business case Study",2025-02-06T12:30:07Z,919323,18353,873,PT20M35S
qBOFexfWS4k,MODI’s MASTERSTROKE Budget 2025 Analysed in Simple words: Budget 2025 case study,2025-02-02T09:10:07Z,1133723,34486,1499,PT24M38S
G7Jyzj1FpnU,What's the REAL Truth Behind AAP's Delhi Development Claims?,2025-01-30T15:15:07Z,340083,13063,3704,PT28M54S
DyNO8gsuJIg,Tanker Mafia in Delhi?,2025-01-30T13:53:46Z,35022,1118,29,PT1M26S
8NiMjjXSE78,Delhi Hospital Scam?,2025-01-30T13:51:57Z,55447,1615,43,PT1M15S
0j0weFIDWgM,Delhi Water is not Safe for Drinking?,2025-01-30T13:49:41Z,15500,565,31,PT1M10S
ovK-Ju26gJw,Money is REAL Women Empowerment?,2025-01-30T13:46:11Z,194293,5872,255,PT1M30S
RSogF2DDpaI,Can Yamuna be cleaned?,2025-01-30T07:37:18Z,163194,3746,202,PT1M10S
dpGAShsUX3M,Freebies: Boon or Bane?,2025-01-30T06:33:53Z,66807,3153,137,PT58S
8Lhkt_9Xx9s,Kejriwal vs Think School,2025-01-24T18:21:28Z,162198,7379,236,PT1M30S
8nES01011GY,"Freebies, Water Crisis, Dirty Yamuna & Healthcare Problems Under AAP's Rule! : Delhi 2025 Elections",2025-01-24T14:25:08Z,1160121,41764,8390,PT1H37M16S
52-GTWBxE7k,Delhi's Power Struggle!,2025-01-23T12:13:59Z,266352,14118,278,PT28S
FoQR9rLpRy8,How Elon built SPACE X and became the Richest Man on Earth?  @SpaceX,2025-01-21T12:30:08Z,1427158,36091,1424,PT24M54S
hySf1Sk9QRg,Elon Musk’s Masterstroke! @SpaceX,2025-01-21T12:14:09Z,18771,1033,14,PT39S
mRd5AImdaaw,Rooftop Solar Revolution!,2025-01-17T14:42:40Z,259935,10279,72,PT1M
vb5FUiuQ8yg,Rising Concern for India?,2025-01-17T14:40:00Z,76672,3065,78,PT48S
7_KRd0Ia7L4,India's Biggest Advantage?,2025-01-17T14:33:04Z,120985,5520,57,PT53S
TZ77JouLUYQ,India’s Unfair Advantage? #automobile #business,2025-01-17T14:31:15Z,645854,26761,199,PT1M18S
gPO3mRmSzH0,The shocking Solar Goldmine that is Making India an Energy Superpower? : Solar Square | IBP EP 23,2025-01-17T14:30:08Z,867553,12563,1284,PT1H23M18S
mp3q9xYVhVU,Tata’s Shocking Culture!,2025-01-13T13:54:18Z,53079,2504,18,PT42S
YWLdGtIkV6c,Zara’s Mindblowing Trends!,2025-01-13T13:53:55Z,29054,1156,5,PT41S
50mFCbZfglA,Great leaders Follow this hack,2025-01-13T13:53:50Z,13617,731,4,PT59S
cxwhEqwBSxU,Truth about Zudio Revealed!,2025-01-13T13:42:04Z,55466,1950,13,PT1M27S
CCTpxFwZPFg,How Zudio and Westside conquered India’s Fashion market and made 11069 crores?  |  IBP,2025-01-13T13:34:00Z,203808,4577,107,PT1H2M6S
uZis94azCzk,World's TOP AI Expert Shares NVIDIA Secrets! @NVIDIA,2025-01-08T12:41:31Z,24916,1732,22,PT1M40S
mOaH85TWdMc,Investor’s Mastersclass?,2025-01-07T16:15:34Z,81850,3452,7,PT59S
Ih-nBopdJz4,From Naukri.com to Unicorns: Sanjeev Bikhchandani’s Entrepreneurial Secrets? | IBP EP22,2025-01-07T15:01:29Z,282493,5423,174,PT1H33M7S
sbv0CfUv2TU,India’s Rise as a Space Superpower: The Incredible Story of SpaDeX (Space Docking  Experiment),2024-12-30T17:11:47Z,896995,37010,1235,PT12M27S
VTuS1ewrjag,VPN exposed!!!,2024-12-29T06:53:52Z,51763,1584,34,PT33S
qcxpug_SMDM,Is your phone really safe?,2024-12-29T06:53:41Z,27415,1208,4,PT53S
Y6uxmvbS1wI,Exposing 3 Dangerous Hackers!,2024-12-29T06:53:21Z,24454,1034,4,PT46S
Z6dwd50bNq0,The Shocking Rise of Pulse Candy: From 0 to 100 Crores? | Business Case study,2024-12-25T13:48:08Z,505005,14977,536,PT18M52S
rMHaNzoWCLs,Is Selling Packet Milk the Hardest Job Ever?,2024-12-22T12:52:24Z,151787,6273,35,PT42S
IM9irD9LL3s,India's Dairy Boom Secret Revealed ?,2024-12-22T12:51:35Z,874205,30659,153,PT48S
CQixZWJjHaQ,Equality for farmers?,2024-12-22T12:50:41Z,31583,1833,10,PT55S
hy2TaHKyklM,Amul’s Genius Marketing Strategy,2024-12-22T12:50:29Z,188840,9549,32,PT41S
RRFDZyo4DvM,Amul’s Protein strategy 🔥🔥,2024-12-22T12:50:14Z,1104356,60385,456,PT56S
OdhpMkMUJyQ,Is Milk really white gold?,2024-12-21T06:39:50Z,90667,3956,22,PT31S
CyDInDZ1vAA,Protein Market Exposed!,2024-12-20T07:34:05Z,156141,6043,61,PT1M3S
aFQ3wLjdVjc,One Nation One Election: Threat to Democracy?,2024-12-19T12:34:13Z,15844,726,26,PT17S
nNbphew2mpU,Masterstroke or Death of Democracy: One Nation One Election EXPLAINED,2024-12-18T16:06:31Z,1367219,44784,5019,PT23M55S
X_gUt_8Qris,Accepting Cookies is dangerous????,2024-12-16T14:14:09Z,48712,1828,7,PT40S
MjB1YHmh-SE,Do this to Stop Hackers from hacking your phone.,2024-12-16T14:14:06Z,59996,2117,5,PT43S
OriQPwNZ8Wo,This INDIAN makes 400cr by doing FREE heart surgeries? : Narayana Health Business case study,2024-12-14T13:15:07Z,366504,15536,505,PT21M8S
FfRsQXv4heU,Chinese are secretly stealing your money  ⚠️,2024-12-14T13:03:26Z,78315,3426,5,PT46S
eCIS08HQTLI,Creators are in Danger ‼️,2024-12-14T11:14:43Z,53327,2385,3,PT56S
TeDB9hw7hDg,Check if you are hacked?,2024-12-12T13:49:42Z,115005,4241,25,PT35S
Hagk0kbNNaM,Your Aadhaar data is Hacked?,2024-12-11T15:58:05Z,212737,11058,33,PT1M1S
0wx0H9pInIk,"How to protect Your Accounts, Business,Laptop and Phones from getting hacked? : Cyber security Guide",2024-12-11T15:44:46Z,133489,3231,110,PT1H14M56S
ez6jNLGz8GQ,Amul will never go IPO!,2024-12-07T14:52:42Z,2129238,104359,656,PT46S
fA-7AnNeIfA,Amul's Genius marketing strategy,2024-12-07T14:47:40Z,1343582,49997,204,PT1M1S
NGJEr4HNBRE,Amul vs Nandini,2024-12-07T14:27:48Z,128198,7047,72,PT1M1S
Q2wkOtWH7HI,Can Amul go IPO? MSP is bad? Amul’s secret e-commerce plans decoded with Head of @amultv ? IBP EP21,2024-12-07T13:30:13Z,468760,11038,678,PT1H50M37S
QxMyx8LA90E,Biggest guest on Indian business podcast?,2024-12-07T09:12:53Z,76453,4550,21,PT29S
TnkTZlfxy7w,Crorepati farmers do this,2024-12-04T10:58:35Z,107010,4731,28,PT53S
80xoKI5cGuQ,App is bad investment?,2024-12-04T09:34:56Z,642551,33439,432,PT38S
0SKhJiaY9hY,What Do Rich Farmers Know?,2024-12-04T07:41:29Z,938320,44994,218,PT42S
dfPShrILZtM,Can Farming Outperform Stocks?,2024-12-04T06:52:10Z,2272155,94787,783,PT56S
zDxtWcMvL3E,Secret for FOCUS!,2024-12-04T06:14:23Z,191871,16958,61,PT51S
czDUqe3yX04,make crores with apps?,2024-11-25T12:49:05Z,35550,1557,9,PT44S
PN51tJhZscE,Is Indigo's Business Empire CRUMBLING? : Business case study,2024-11-23T13:45:08Z,1143034,24063,1035,PT14M53S
AIf3UPYXVG4,@NitinGadkariOfficial  on Maharashtra’s Infrastructure.,2024-11-23T13:23:38Z,576651,37264,142,PT1M
Oi818givByY,Power of Virat Kohli marketing,2024-11-22T10:34:31Z,380599,20925,39,PT1M
f82RH6mBquc,How @TechBurneraims to go against the Giants in the market? ft. Shlok & my brother Neel | IBP EP20,2024-11-21T14:44:21Z,506027,10631,1198,PT2H31M18S
D_wV_gASkqk,Why is Maharashtra going Bankrupt?: Economic Case study,2024-11-16T15:00:07Z,643618,23015,2189,PT19M7S
5KBYYvTONNY,"Manyavar vs ZARA, H&M?",2024-11-15T15:21:01Z,2960211,193353,543,PT59S
L178A6nDt0U,Rich people hide this from You!!,2024-11-15T13:49:24Z,51491,2845,8,PT56S
ciCWbcdQUjE,Why Indian farmers are poor?,2024-11-15T05:01:49Z,59542,3300,92,PT44S
B_7rWuilFz8,Manyawar's secret strategy,2024-11-14T16:04:31Z,96205,3718,27,PT1M
-dqpFtki2uw,Secret of Celebrity weddings!,2024-11-14T15:30:00Z,99065,4371,11,PT1M1S
p_gZtzF2i9M,What Rich people teach their kids?,2024-11-14T14:58:27Z,118249,5924,11,PT1M
-tbJl3rrN78,"How did Manyavar become a 30,000 crore company? : Indian Business Podcast Ep 19",2024-11-14T14:03:26Z,480337,8981,302,PT2H2M8S
TmD8t5XWPJ0,Donald Trump's SHOCKING impact on India? : Geopolitical Case study,2024-11-07T12:30:06Z,1828020,43458,1413,PT13M55S
AxSm7inYZvo,Farming can make you CROREPATI!!,2024-11-06T10:52:33Z,42788,1745,10,PT50S
JydbBDgG58o,Why America and Israel are Afraid of Iran? Geopolitical Case Study,2024-11-05T15:15:20Z,1865210,40937,3442,PT20M18S
gWwNZGRCDM4,Why is India not a Nuclear Superpower ? | Geopolitical Case Study,2024-11-03T14:50:11Z,1356755,36934,1991,PT23M15S
C0Cum0Gy2gE,India vs China: Who is winning?,2024-10-30T14:29:20Z,306214,15773,264,PT38S
uGfV-g0EvUY,Boult's shocking secret,2024-10-30T14:25:46Z,64868,3966,27,PT1M
P-3UoEIX9XA,Why Funding can kill your Business!!,2024-10-30T14:22:38Z,28076,1498,3,PT46S
ixfqRWfw0kQ,How to earn using Amazon?,2024-10-30T14:14:13Z,17796,861,7,PT30S
tL9IWnOLnIs,This man makes crores selling burgers!!,2024-10-29T07:54:39Z,20375,727,5,PT59S
FBJf6KiARYo,Strategy to Streamline Supply Chain,2024-10-29T07:52:53Z,105687,3444,20,PT57S
0DrAzdRo3RM,Is Make In India Failing? | Case study,2024-10-28T15:01:08Z,1043179,31128,4296,PT27M21S
r4X_G9AHg8k,There's always money on the table!,2024-10-28T12:02:39Z,20718,803,2,PT1M1S
T25nNxmn1Ac,Secret to 75000 paying subscribers? | Level Supermind,2024-10-25T12:05:01Z,31231,1186,8,PT42S
nNP4o1wE6Vo,How can you make 1cr/year with farming? | BharatAgri Co-founders |Indian Business Podcast EP18,2024-10-24T15:02:00Z,723929,16956,804,PT1H34M9S
bSx6hDjALkQ,What made Dhirubhai Ambani a Business Genius? | Business Case Study,2024-10-19T14:40:06Z,1086352,27692,650,PT28M10S
xJmO3B98DlQ,How to make 40 lakhs per month with  subscription model in India? | Level supermind IBP Ep 17,2024-10-17T14:01:01Z,157338,3765,150,PT1H18M19S
apYrD2BV7FI,India’s Quick Commerce revolution?,2024-10-13T13:17:33Z,282919,11172,57,PT54S
SYsjllEMlk4,Strategy for Branding?,2024-10-10T12:54:07Z,2198045,60267,172,PT55S
e2kDcVjEJKM,Swiggy IPO Goldmine or Disaster? Detailed Case study,2024-10-09T15:00:07Z,596294,14596,540,PT17M41S
ZYOtgB2kwX8,Why Starbucks Failed?,2024-10-07T10:40:03Z,112494,4738,29,PT1M
4qiwCFXmL6M,Made 750crs selling Earphones?,2024-10-05T06:56:55Z,158671,6929,36,PT1M
6KgFW_u4CJw,Why most businesses fail?,2024-10-05T06:56:31Z,247498,12204,57,PT56S
EfoXe2a91H4,Lost 55 Lakhs in Mithai business?,2024-10-04T09:31:02Z,91179,2693,10,PT59S
iH8IrBG4csM,Boult's SHOCKING Move to Dominate the Wearables Market! | IBP EP16,2024-10-03T13:28:25Z,1135707,14139,662,PT1H48M41S
RaELlvGU_V8,Got scammed by ad agency!,2024-10-03T09:42:08Z,86952,2523,6,PT52S
HJ5FD5mqvEU,100cr Sales Strategy of Veeba!,2024-09-29T04:38:30Z,142728,6202,20,PT52S
xTh__usZ44k,How Royal Enfield Crushed Foreign Brands?,2024-09-28T14:45:31Z,661233,22619,558,PT18M4S
eqH-TKQa-1Y,Madness Inspires Great Products!,2024-09-28T09:12:39Z,149065,5687,42,PT59S
vgjkzFIq_94,Jumboking vs Mcdonald’s?,2024-09-27T05:30:25Z,95602,3211,33,PT1M1S
hDSn3PuInac,How to make 1cr/year by selling Vadapav and Burgers? | IBP Ep 15,2024-09-26T14:15:27Z,546844,8232,562,PT2H34M37S
U38tANUftE4,Market research Secret,2024-09-24T08:02:21Z,107589,3620,14,PT1M1S
dg4XYZV5R04,How Veeba got Domino's as a client?,2024-09-23T08:10:42Z,3233457,124639,416,PT1M
SWyBa1iSkNw,Power of Observation,2024-09-21T07:21:23Z,241463,12331,22,PT58S
yF6rTIrlcwc,"Rise and Fall of Patanjali, Whats the future?: Business case study",2024-09-18T13:30:07Z,806502,16483,1473,PT25M22S
LEN0L1_qZTo,From Aspiring Chef to MasterChef India’s Presenting Sponsor,2024-09-18T11:23:27Z,387273,12670,27,PT1M
Rt-cRiLZ7MU,How to build 1000 crores sauce company?,2024-09-16T14:18:37Z,104092,4524,23,PT1M
n5ipHOFj-Hw,The Surprising Reason VEEBA is Conquering the Indian Food Market? | IBP EP14,2024-09-15T12:30:08Z,763285,11309,563,PT2H8M34S
T1PLEPTbXc4,India's Secret Weapon to counter China’s Solar Dominance? : Waaree Energies | Business Case study,2024-09-10T13:30:12Z,1014517,27694,1279,PT23M28S
MdHLd9BamX0,Why Indian companies are lagging?,2024-09-06T07:38:16Z,224044,9466,181,PT58S
gfm93K-K3WI,India's rise to 5th Largest Economy?,2024-09-03T09:29:51Z,1922249,80517,853,PT54S
rPkT8OvjyDU,Did Nehru’s policies fail India?,2024-09-02T12:00:12Z,1714072,61691,777,PT59S
OeHVlN73aKA,How Donald Trump’s Genius marketing made him the President of USA?🇺🇸 : Marketing Strategy Explained,2024-08-30T14:30:12Z,797412,22166,1580,PT29M33S
LiFA4CBDYDs,Indian Education is a Scam?,2024-08-29T13:56:30Z,355736,20097,487,PT54S
QneQbVzfw3E,Why Kolkata Failed?,2024-08-28T05:15:39Z,2362568,100855,2038,PT53S
G_LdttkVQmI,How Nike Lost $27 billion in one day? : Direct-to- Consumer Business case study,2024-08-27T13:30:12Z,569783,16403,489,PT22M59S
IG36kWLgM6c,Together let's Create safer place for women!,2024-08-26T07:15:19Z,417612,26408,375,PT58S
wqxR8Uh3D5o,Can India become the 3rd largest Economy?,2024-08-25T13:54:10Z,77237,3011,85,PT1M1S
