video_id,title,published_at
63OlMZe-yRQ,Breakfast with Champions!,2025-03-09T06:05:16Z
LGmPXIggYwM,Batsman’s Biggest Weapon?,2025-03-09T06:04:42Z
udFCIl1ULLA,Sachin made 100 Crores!,2025-03-09T06:03:24Z
tiqMqvBNmGI,Indian Cricket Captains! #rohitsharma #viratkohli #msdhoni,2025-03-09T06:01:14Z
wlyHZQZvl2M,BCCI Richest Cricket Board?,2025-03-09T06:01:09Z
gyZRSHn5_D8,India will win Champion Trophy 2025!,2025-03-09T04:01:01Z
9BzSsdqZq4s,Ravi Shastri-The Journey from All-Rounder to Head Coach#ravishastri  #indiancricket #cricketlegends,2025-03-08T15:54:01Z
VxoIYwwkqiE,Rise of India in World Cricket!,2025-03-08T15:53:57Z
Iw6tKszxjys,How India’s 1983 World Cup Win Changed Cricket Forever! #1983worldcup #championstrophy2025,2025-03-08T15:53:54Z
FRUkpJn4RQA,Cricket is an emotion! ❤️🏏 #championsleague #championstrophy2025 #cricket #love,2025-03-08T15:53:47Z
9hi6gH52QgU,"How BCCI became a Monopoly, Virat Kohli, Rohit and Dhoni’s secret of leadership?  ft. Gaurav Kapur",2025-03-08T15:36:07Z
Y0aTX36WFlg,The Prince of Kolkata : Sourav Ganguly #sauravganguly #championsleague #indiancricket,2025-03-08T15:17:51Z
gkaFPZobCWg,Yuvraj Singh’s 6 Sixes in an Over! #YuvrajSingh #SixSixes #t20worldcup #championsleague,2025-03-08T15:17:48Z
ol01HJ7QJ1Q,Virat Kohli! #kingkohli #championstrophy2025 #championsleague,2025-03-08T15:11:58Z
VQvfqR8vjW0,Indian Cricket Legends #championsleague #championstrophy2025,2025-03-08T15:11:10Z
4_5Smu0YAxw,Can Amul solve India's PROTEIN CRISIS? : Business case study,2025-02-27T15:28:16Z
-vx1ork0O-c,The Secret Behind Success,2025-02-27T11:49:25Z
LjShkT_NsJo,Traits of Powerful Leaders,2025-02-27T11:03:29Z
wVhAId6CcY0,Qualities of a Great Leader,2025-02-27T10:45:31Z
34Urybz172Q,Dark side of being a CEO,2025-02-27T09:05:42Z
-DBx9Ss1C-g,"What Indian Army, Mukesh Ambani,Adani and Mahindra can teach you about leadership? Capt Raghu Raman",2025-02-26T13:15:08Z
O8vUKmIOFjE,Why great leaders read?,2025-02-21T17:22:37Z
_YiudnB46Rc,Quickest way to get success,2025-02-21T17:21:08Z
WlZVe0bu_c4,Mukesh Ambani’s Leadership Secret!,2025-02-21T17:20:11Z
gSJi13cdUmY,MBA don’t teach leadership?,2025-02-21T17:19:47Z
SqM1uODJ_wg,Dark Truth about Money!,2025-02-21T17:16:53Z
pEfHNthYoZM,Indian Army’s Leadership Secret!,2025-02-21T17:14:41Z
B-QzDmZOuik,Indian Army Motivation 🔥,2025-02-19T08:54:52Z
1meLY1ZT91A,Lessons from Shivaji Raje 🔥,2025-02-19T05:58:33Z
dL31EFJwiAk,Entrepreneurs are making big mistakes?,2025-02-17T10:54:02Z
uwb5QzxlprU,Framework for Success ?,2025-02-17T10:53:09Z
WO39028ZPnY,Shocking Truth About Job Ads?,2025-02-17T10:50:49Z
Z5UOQIpSV0E,RED FLAG for companies?,2025-02-17T10:48:58Z
5ZKXIk0cLag,Naukri made 18 lakhs in one year?,2025-02-17T10:48:54Z
_UWFws8Glqg,Trump’s WAR on China: Can India Turn the US-China Trade War to become a SUPERPOWER?,2025-02-13T13:00:07Z
a-a5kuLYtTo,"Will Reliance and Shein destroy ZARA, H&M and ZUDIO? | Business case Study",2025-02-06T12:30:07Z
qBOFexfWS4k,MODI’s MASTERSTROKE Budget 2025 Analysed in Simple words: Budget 2025 case study,2025-02-02T09:10:07Z
G7Jyzj1FpnU,What's the REAL Truth Behind AAP's Delhi Development Claims?,2025-01-30T15:15:07Z
DyNO8gsuJIg,Tanker Mafia in Delhi?,2025-01-30T13:53:46Z
8NiMjjXSE78,Delhi Hospital Scam?,2025-01-30T13:51:57Z
0j0weFIDWgM,Delhi Water is not Safe for Drinking?,2025-01-30T13:49:41Z
ovK-Ju26gJw,Money is REAL Women Empowerment?,2025-01-30T13:46:11Z
RSogF2DDpaI,Can Yamuna be cleaned?,2025-01-30T07:37:18Z
dpGAShsUX3M,Freebies: Boon or Bane?,2025-01-30T06:33:53Z
8Lhkt_9Xx9s,Kejriwal vs Think School,2025-01-24T18:21:28Z
8nES01011GY,"Freebies, Water Crisis, Dirty Yamuna & Healthcare Problems Under AAP's Rule! : Delhi 2025 Elections",2025-01-24T14:25:08Z
52-GTWBxE7k,Delhi's Power Struggle!,2025-01-23T12:13:59Z
FoQR9rLpRy8,How Elon built SPACE X and became the Richest Man on Earth?  @SpaceX,2025-01-21T12:30:08Z
hySf1Sk9QRg,Elon Musk’s Masterstroke! @SpaceX,2025-01-21T12:14:09Z
mRd5AImdaaw,Rooftop Solar Revolution!,2025-01-17T14:42:40Z
vb5FUiuQ8yg,Rising Concern for India?,2025-01-17T14:40:00Z
7_KRd0Ia7L4,India's Biggest Advantage?,2025-01-17T14:33:04Z
TZ77JouLUYQ,India’s Unfair Advantage? #automobile #business,2025-01-17T14:31:15Z
gPO3mRmSzH0,The shocking Solar Goldmine that is Making India an Energy Superpower? : Solar Square | IBP EP 23,2025-01-17T14:30:08Z
mp3q9xYVhVU,Tata’s Shocking Culture!,2025-01-13T13:54:18Z
YWLdGtIkV6c,Zara’s Mindblowing Trends!,2025-01-13T13:53:55Z
50mFCbZfglA,Great leaders Follow this hack,2025-01-13T13:53:50Z
cxwhEqwBSxU,Truth about Zudio Revealed!,2025-01-13T13:42:04Z
CCTpxFwZPFg,How Zudio and Westside conquered India’s Fashion market and made 11069 crores?  |  IBP,2025-01-13T13:34:00Z
uZis94azCzk,World's TOP AI Expert Shares NVIDIA Secrets! @NVIDIA,2025-01-08T12:41:31Z
mOaH85TWdMc,Investor’s Mastersclass?,2025-01-07T16:15:34Z
Ih-nBopdJz4,From Naukri.com to Unicorns: Sanjeev Bikhchandani’s Entrepreneurial Secrets? | IBP EP22,2025-01-07T15:01:29Z
sbv0CfUv2TU,India’s Rise as a Space Superpower: The Incredible Story of SpaDeX (Space Docking  Experiment),2024-12-30T17:11:47Z
VTuS1ewrjag,VPN exposed!!!,2024-12-29T06:53:52Z
qcxpug_SMDM,Is your phone really safe?,2024-12-29T06:53:41Z
Y6uxmvbS1wI,Exposing 3 Dangerous Hackers!,2024-12-29T06:53:21Z
Z6dwd50bNq0,The Shocking Rise of Pulse Candy: From 0 to 100 Crores? | Business Case study,2024-12-25T13:48:08Z
rMHaNzoWCLs,Is Selling Packet Milk the Hardest Job Ever?,2024-12-22T12:52:24Z
IM9irD9LL3s,India's Dairy Boom Secret Revealed ?,2024-12-22T12:51:35Z
CQixZWJjHaQ,Equality for farmers?,2024-12-22T12:50:41Z
hy2TaHKyklM,Amul’s Genius Marketing Strategy,2024-12-22T12:50:29Z
RRFDZyo4DvM,Amul’s Protein strategy 🔥🔥,2024-12-22T12:50:14Z
OdhpMkMUJyQ,Is Milk really white gold?,2024-12-21T06:39:50Z
CyDInDZ1vAA,Protein Market Exposed!,2024-12-20T07:34:05Z
aFQ3wLjdVjc,One Nation One Election: Threat to Democracy?,2024-12-19T12:34:13Z
nNbphew2mpU,Masterstroke or Death of Democracy: One Nation One Election EXPLAINED,2024-12-18T16:06:31Z
X_gUt_8Qris,Accepting Cookies is dangerous????,2024-12-16T14:14:09Z
MjB1YHmh-SE,Do this to Stop Hackers from hacking your phone.,2024-12-16T14:14:06Z
OriQPwNZ8Wo,This INDIAN makes 400cr by doing FREE heart surgeries? : Narayana Health Business case study,2024-12-14T13:15:07Z
FfRsQXv4heU,Chinese are secretly stealing your money  ⚠️,2024-12-14T13:03:26Z
eCIS08HQTLI,Creators are in Danger ‼️,2024-12-14T11:14:43Z
TeDB9hw7hDg,Check if you are hacked?,2024-12-12T13:49:42Z
Hagk0kbNNaM,Your Aadhaar data is Hacked?,2024-12-11T15:58:05Z
0wx0H9pInIk,"How to protect Your Accounts, Business,Laptop and Phones from getting hacked? : Cyber security Guide",2024-12-11T15:44:46Z
ez6jNLGz8GQ,Amul will never go IPO!,2024-12-07T14:52:42Z
fA-7AnNeIfA,Amul's Genius marketing strategy,2024-12-07T14:47:40Z
NGJEr4HNBRE,Amul vs Nandini,2024-12-07T14:27:48Z
Q2wkOtWH7HI,Can Amul go IPO? MSP is bad? Amul’s secret e-commerce plans decoded with Head of @amultv ? IBP EP21,2024-12-07T13:30:13Z
QxMyx8LA90E,Biggest guest on Indian business podcast?,2024-12-07T09:12:53Z
TnkTZlfxy7w,Crorepati farmers do this,2024-12-04T10:58:35Z
80xoKI5cGuQ,App is bad investment?,2024-12-04T09:34:56Z
0SKhJiaY9hY,What Do Rich Farmers Know?,2024-12-04T07:41:29Z
dfPShrILZtM,Can Farming Outperform Stocks?,2024-12-04T06:52:10Z
zDxtWcMvL3E,Secret for FOCUS!,2024-12-04T06:14:23Z
czDUqe3yX04,make crores with apps?,2024-11-25T12:49:05Z
PN51tJhZscE,Is Indigo's Business Empire CRUMBLING? : Business case study,2024-11-23T13:45:08Z
AIf3UPYXVG4,@NitinGadkariOfficial  on Maharashtra’s Infrastructure.,2024-11-23T13:23:38Z
Oi818givByY,Power of Virat Kohli marketing,2024-11-22T10:34:31Z
f82RH6mBquc,How @TechBurneraims to go against the Giants in the market? ft. Shlok & my brother Neel | IBP EP20,2024-11-21T14:44:21Z
D_wV_gASkqk,Why is Maharashtra going Bankrupt?: Economic Case study,2024-11-16T15:00:07Z
5KBYYvTONNY,"Manyavar vs ZARA, H&M?",2024-11-15T15:21:01Z
L178A6nDt0U,Rich people hide this from You!!,2024-11-15T13:49:24Z
ciCWbcdQUjE,Why Indian farmers are poor?,2024-11-15T05:01:49Z
B_7rWuilFz8,Manyawar's secret strategy,2024-11-14T16:04:31Z
-dqpFtki2uw,Secret of Celebrity weddings!,2024-11-14T15:30:00Z
p_gZtzF2i9M,What Rich people teach their kids?,2024-11-14T14:58:27Z
-tbJl3rrN78,"How did Manyavar become a 30,000 crore company? : Indian Business Podcast Ep 19",2024-11-14T14:03:26Z
TmD8t5XWPJ0,Donald Trump's SHOCKING impact on India? : Geopolitical Case study,2024-11-07T12:30:06Z
AxSm7inYZvo,Farming can make you CROREPATI!!,2024-11-06T10:52:33Z
JydbBDgG58o,Why America and Israel are Afraid of Iran? Geopolitical Case Study,2024-11-05T15:15:20Z
gWwNZGRCDM4,Why is India not a Nuclear Superpower ? | Geopolitical Case Study,2024-11-03T14:50:11Z
C0Cum0Gy2gE,India vs China: Who is winning?,2024-10-30T14:29:20Z
uGfV-g0EvUY,Boult's shocking secret,2024-10-30T14:25:46Z
P-3UoEIX9XA,Why Funding can kill your Business!!,2024-10-30T14:22:38Z
ixfqRWfw0kQ,How to earn using Amazon?,2024-10-30T14:14:13Z
tL9IWnOLnIs,This man makes crores selling burgers!!,2024-10-29T07:54:39Z
FBJf6KiARYo,Strategy to Streamline Supply Chain,2024-10-29T07:52:53Z
0DrAzdRo3RM,Is Make In India Failing? | Case study,2024-10-28T15:01:08Z
r4X_G9AHg8k,There's always money on the table!,2024-10-28T12:02:39Z
T25nNxmn1Ac,Secret to 75000 paying subscribers? | Level Supermind,2024-10-25T12:05:01Z
nNP4o1wE6Vo,How can you make 1cr/year with farming? | BharatAgri Co-founders |Indian Business Podcast EP18,2024-10-24T15:02:00Z
bSx6hDjALkQ,What made Dhirubhai Ambani a Business Genius? | Business Case Study,2024-10-19T14:40:06Z
xJmO3B98DlQ,How to make 40 lakhs per month with  subscription model in India? | Level supermind IBP Ep 17,2024-10-17T14:01:01Z
apYrD2BV7FI,India’s Quick Commerce revolution?,2024-10-13T13:17:33Z
SYsjllEMlk4,Strategy for Branding?,2024-10-10T12:54:07Z
e2kDcVjEJKM,Swiggy IPO Goldmine or Disaster? Detailed Case study,2024-10-09T15:00:07Z
ZYOtgB2kwX8,Why Starbucks Failed?,2024-10-07T10:40:03Z
4qiwCFXmL6M,Made 750crs selling Earphones?,2024-10-05T06:56:55Z
6KgFW_u4CJw,Why most businesses fail?,2024-10-05T06:56:31Z
EfoXe2a91H4,Lost 55 Lakhs in Mithai business?,2024-10-04T09:31:02Z
iH8IrBG4csM,Boult's SHOCKING Move to Dominate the Wearables Market! | IBP EP16,2024-10-03T13:28:25Z
RaELlvGU_V8,Got scammed by ad agency!,2024-10-03T09:42:08Z
HJ5FD5mqvEU,100cr Sales Strategy of Veeba!,2024-09-29T04:38:30Z
xTh__usZ44k,How Royal Enfield Crushed Foreign Brands?,2024-09-28T14:45:31Z
eqH-TKQa-1Y,Madness Inspires Great Products!,2024-09-28T09:12:39Z
vgjkzFIq_94,Jumboking vs Mcdonald’s?,2024-09-27T05:30:25Z
hDSn3PuInac,How to make 1cr/year by selling Vadapav and Burgers? | IBP Ep 15,2024-09-26T14:15:27Z
U38tANUftE4,Market research Secret,2024-09-24T08:02:21Z
dg4XYZV5R04,How Veeba got Domino's as a client?,2024-09-23T08:10:42Z
SWyBa1iSkNw,Power of Observation,2024-09-21T07:21:23Z
yF6rTIrlcwc,"Rise and Fall of Patanjali, Whats the future?: Business case study",2024-09-18T13:30:07Z
LEN0L1_qZTo,From Aspiring Chef to MasterChef India’s Presenting Sponsor,2024-09-18T11:23:27Z
Rt-cRiLZ7MU,How to build 1000 crores sauce company?,2024-09-16T14:18:37Z
n5ipHOFj-Hw,The Surprising Reason VEEBA is Conquering the Indian Food Market? | IBP EP14,2024-09-15T12:30:08Z
T1PLEPTbXc4,India's Secret Weapon to counter China’s Solar Dominance? : Waaree Energies | Business Case study,2024-09-10T13:30:12Z
MdHLd9BamX0,Why Indian companies are lagging?,2024-09-06T07:38:16Z
gfm93K-K3WI,India's rise to 5th Largest Economy?,2024-09-03T09:29:51Z
rPkT8OvjyDU,Did Nehru’s policies fail India?,2024-09-02T12:00:12Z
OeHVlN73aKA,How Donald Trump’s Genius marketing made him the President of USA?🇺🇸 : Marketing Strategy Explained,2024-08-30T14:30:12Z
LiFA4CBDYDs,Indian Education is a Scam?,2024-08-29T13:56:30Z
QneQbVzfw3E,Why Kolkata Failed?,2024-08-28T05:15:39Z
G_LdttkVQmI,How Nike Lost $27 billion in one day? : Direct-to- Consumer Business case study,2024-08-27T13:30:12Z
IG36kWLgM6c,Together let's Create safer place for women!,2024-08-26T07:15:19Z
wqxR8Uh3D5o,Can India become the 3rd largest Economy?,2024-08-25T13:54:10Z
3Lgf2WHstBY,How will Modi govt fix India’s problems? : ft. Sanjeev Sanyal | Indian Business Podcast EP13,2024-08-23T15:30:07Z
vwDfj70PLW4,Challenging Modi’s Vision for India,2024-08-23T12:31:52Z
bwcQCIUxzak,Europeans are getting sick because life is comfortable!,2024-08-22T14:56:58Z
i-DFjuqslgc,How to hire great team leaders?,2024-08-21T15:12:51Z
GQPymbqa08A,The Rise and Fall of Old Monk | Business Case Study,2024-08-19T14:00:29Z
tykAc024_8o,Is this the end of Adani? Decoding SEBI's response to Hindenburg (Business case study),2024-08-17T15:30:07Z
8HalAzmFrMw,How Odoo is competing against SAP and Zoho?,2024-08-17T14:25:19Z
edn1vCue_9E,Secret of getting rich.,2024-08-16T14:59:38Z
YlrifFTE-Zg,India is the Next global Powerhouse!,2024-08-14T15:46:54Z
Ctolh4idTbc,Power of Autonomy: How  it can help produce amazing results?,2024-08-14T09:33:33Z
MwvNw8LEKRY,How to build a Software Company? | Indian Business Podcast Ep 12,2024-08-13T03:37:08Z
CA-qqh5_g0c,Odoo vs Zoho vs Microsoft : Building Odoo into a 433 million dollar company? :  IBP EP12,2024-08-12T11:30:08Z
sgi_dHS9BvY,Think School Inspiring Kindness!  #pawsofhope,2024-08-08T07:29:09Z
qZXYj4G4vzg,How hosting 2036 Olympics will ruin India? | Economic Case study,2024-08-07T15:30:07Z
q05pgjJA9lQ,Engineers are better at handling online hate and trolling?,2024-08-05T08:32:27Z
TotT_e0nTyw,Instagram vs YouTube: Where should brands invest? Ft. @beerbiceps,2024-08-04T10:01:28Z
Fcammw5Dh2Y,Why UK 🇬🇧 is going Bankrupt? : Detailed Economic Case Study,2024-08-03T14:30:07Z
RiH0bMOU3ec,How Ranveer and Viraj started with Monk-E?,2024-08-03T06:52:37Z
Bjqhf9xItd0,Why do brands choose Instagram over YouTube?#brand  #youtube #instagram,2024-08-02T11:27:23Z
_KUgW56gxgE,Achieving massive social media growth!  @beerbiceps,2024-08-02T07:11:28Z
TmpduZwq89Y,Secret of  BeerBiceps Growth?,2024-08-01T06:11:08Z
PWHb-2kFD6U,"Why does BeerBiceps  talk about Tantrik, Yeti and Sex?",2024-07-31T09:54:34Z
XDzIARoudYA,How did cold messaging help Ranveer get @tanmaybhat  ​⁠ as a client?,2024-07-30T15:07:55Z
s1sv7iFDdxY,Can Meesho's Business strategy beat Amazon? | Business Case Study,2024-07-29T12:30:07Z
3EmuERXoVfQ,Beerbiceps 0 to 100 cr journey @BeerBiceps !,2024-07-29T12:13:47Z
VNqsEQlW06M,100 Crores Media Giant? @beerbiceps  IBS EP 11,2024-07-28T06:21:30Z
2PUiopS8GrQ,How BeerBiceps became a 100 crores Media Giant?  | Indian Business Podcast : Episode 11,2024-07-27T13:00:08Z
_SAtdVsQgwY,Budget 2024 : Biggest Mistake or a Masterstroke by the Modi govt? | Complete analysis,2024-07-25T15:31:12Z
jLSWPNPSoFs,Was the Ambani Wedding a Genius strategy or just a Show of Extravagance? : Marketing Case study,2024-07-18T15:00:12Z
CaM10wZT4p0,Why is Ferrari the greatest car in the world ? | Documentary on Enzo Ferrari,2024-07-16T14:00:06Z
Osj5BaAfj84,Can Modi 3.0 beat Germany? : Indian economic case study,2024-07-10T13:30:09Z
BnLN8SgLAXY,Did Modi really kill black money in India? : Economic case study,2024-07-07T15:00:12Z
wwWYtEQZvoU,Hyundai IPO decoded in simple words :Business case study,2024-07-05T11:45:06Z
RBhy8TvWq3k,How a Poor boy became a Billionaire by selling bags? : Louis Vuitton Business case study,2024-06-26T14:45:08Z
YUm8pIg96n0,Is Real Estate industry going to grow? #thinkschool #realestate #entrepreneur,2024-06-22T13:21:47Z
gpy8NgRPvVM,Business ecosystem in late 1970? Ft. Niranjan Hiranandani.,2024-06-19T13:44:25Z
cYgufa8c14A,GOLD prices are rising. Is it KILLING the US Dollar ? : Geopolitical Case Study,2024-06-18T14:00:08Z
fYsDTZd2BAk,Quality is not expensive! Do you agree with this?,2024-06-16T12:08:29Z
1kOEONLz5xA,How to build a Real Estate Empire? : Niranjan Hiranandani Reveals Secrets & Strategies | IBP EP 10,2024-06-11T14:00:07Z
fPsvjCjvC6Q,How BJP’s Genius marketing strategy turned it into a political superpower in India? : Case study,2024-06-05T15:30:08Z
AnOqz5TsumU,How MBAs failed Boeing ? : Business Case study,2024-06-03T13:00:08Z
6JpQnaS3xx4,3  Things that helped OYO grow! Ft. Ritesh Agarwal!  #business #thinkschool #podcast,2024-06-02T13:59:56Z
Zd_r9ZWrEIM,Power of Small Businesses in India? #business #podcast #indianbusinesspodcast,2024-06-01T10:22:34Z
Stgu5U3eHfQ,OYO almost went Bankrupt? #thinkschool #business #podcast,2024-05-31T11:54:42Z
TdQ2UD-U9rQ,"@-RiteshAgarwal  discusses SECRET Business Strategies, OYO Bankruptcy and Peter Thiel on IBP Ep 9",2024-05-30T13:15:09Z
frRxIXLjiRA,Gap between rich and poor increasing so much?  #business #indianbusinesspodcast #education,2024-05-28T09:23:28Z
OGs2YsqvWDg,Blinkit’s Genius Strategy that stunned Amazon | Business Case Study,2024-05-24T13:00:08Z
k8ms3CfJFLE,Congress dictatorship?,2024-05-21T15:46:09Z
Ayy-__ghfUI,How Jaishankar made India powerful using India Middle east corridor? : Geopolitical Case Study,2024-05-20T14:00:08Z
uKO8tk3_itQ,"FM opens up on North vs South, Congress,GST, IncomeTax & India’s Economy| IBP Episode 8",2024-05-19T12:00:08Z
m_VtA-wY2XM,Kerala’s Economic Disaster! #business#kerala #indianbusinesspodcast,2024-05-15T14:39:52Z
AvgXbmlg-j8,Ex-Congress MP Milind Deora Reveals why Modi’s Vision is the way to go for INDIA? IBP Episode 7,2024-05-14T12:30:08Z
B18KBeiwgas,Dr. Shashi Tharoor on Indian Business Podcast Episode 6 #thinkschool #business,2024-05-12T12:38:11Z
bPiLfeQtavQ,Can UP become 1 Trillion Dollar Economy?,2024-05-11T12:09:45Z
bQMG4fJZiAk,Why Congress is giving Freebies& MSP? How did Kerala's Crisis happen? ft Dr. Shashi Tharoor: IBP Ep6,2024-05-10T08:30:08Z
pEdAfWuxNAc,Questioning the power of BJP!,2024-05-06T13:30:33Z
fQCKKkEJxtQ,How did BJP become a Political Superpower? | ft. Shantanu Gupta : Indian Business Podcast| Episode 5,2024-05-06T08:30:06Z
fT31gishayc,Finding a Great cofounder! Amit jain #entrepreneur #business,2024-05-03T05:34:49Z
dKaklg_-Zu8,What is BJP promising in 2024 elections? : BJP Manifesto Explained in Detail,2024-05-01T12:00:08Z
J0-jml2d7d0,Every founder must know this,2024-04-29T03:54:13Z
CIa69FCphBA,Dhoni’s leadership style,2024-04-27T11:53:44Z
TltOBVPH3Ec,Spending Hack that will save 20%!,2024-04-26T13:12:18Z
Dq_lv8G3KmE,Understanding the gaps in the STUDY ABROAD MARKET?,2024-04-26T12:30:08Z
cDb_GvOTJjo,1000 cr marketing for free strategy,2024-04-25T10:00:22Z
qrb7OVkgYts,Funding is a scam? #funding  #business  #startup,2024-04-24T09:13:36Z
Voqn4wKlCoM,Richest Shark in Shark Tank,2024-04-23T08:28:13Z
3SnOmNwqgLc,How to put a business on autopilot? : ft. Amit Jain of Car Dekho: IBP Ep 4,2024-04-22T15:00:07Z
uG5eVDYW3zQ,Marriage mistake  #family #love #thinkschool,2024-04-22T10:58:16Z
31pjPjNQDF8,Mother’s love. Dr. Velumani #buisness #travel #mother,2024-04-21T10:04:33Z
bbuT1-PlzPo,How franchising model became breakthrough for Thyrocare!,2024-04-20T12:34:41Z
E44z6j4TMjU,Earn 3cr per month,2024-04-19T14:03:10Z
HX7gmiECrPw,The power of Focus in Business,2024-04-18T12:57:24Z
RGW_v4Gbv9o,Secret of Rich??,2024-04-17T11:03:08Z
mxgvmEOh0vo,"Man who made 3300 crores saving lives, Dr. Velumani, founder of Thyrocare.",2024-04-16T11:13:01Z
FK7Chd_XNwU,From Poverty to 3300 crores. How Dr.Velumani built Thyrocare? | Dr Velumani |IBP Episode 3,2024-04-15T03:30:05Z
Hur59sjE5wo,Where has BJP failed during the Modi Era? : Decoding the “BLACK PAPER” of the Indian Economy,2024-04-12T11:00:07Z
MEqLSRGnJD4,There is a thin line between get a mentor and getting an advisor. Do you realise it?,2024-04-11T13:31:08Z
Q073TTZx7aM,Did Russia win the war against US & EU? Economic Case Study,2024-04-09T14:00:07Z
E7Vk-02sUwA,To improve your fitness and address any health issues check out AIWO Health,2024-04-07T09:39:45Z
7CSjpS-_maY,India's road to 5 trillion economy? #businesscasestudy #indianeconomy #geopolitics #buildindia,2024-04-03T12:39:56Z
zYJPLD0UrLw,Nitin Gadkari on Chhatrapati Shivaji Maharaj,2024-04-01T15:05:01Z
iqs1qw80rUs,Can India beat China in the Energy race? : Detailed Case Study,2024-03-31T14:30:07Z
j7u7AErcYB8,Why is Kerala Falling Into an ECONOMIC crisis? Why did Supreme Court intervene? Explained in Detail,2024-03-29T14:00:07Z
ba9TJFBdFQ8,"Nitin Gadkari breaks his Silence on Electoral Bonds, Farmer protest & his Vision for India: IBP Ep 2",2024-03-28T13:30:08Z
OBY2L3fUP1A,How IBC changed Indian Banking Forever saving 3 Lakh Crores ? : Economic Case Study,2024-03-26T14:39:07Z
Z2uCmS3qgpo,Why is Bajaj betting on CNG while everyone else is focused on EVs?: Business Case Study,2024-03-22T13:30:07Z
_NTh5l9HJBY,Electoral Bonds : Biggest scam in Indian History? : Explained in 15 mins,2024-03-18T14:00:06Z
fY0L4HwovIU,Why Mumbai-Pune Expressway is a Lifeline for the Think School Team?,2024-03-16T12:32:51Z
ijUZnhYv8CQ,How JIO’s Masterplan Beat Disney & became the King of Indian OTT? | Business Case Study,2024-03-14T14:00:07Z
TXaRvGshcM8,How Did Adani Group Bounce-back from the Hindenburg Fiasco? Detailed Business Case Study,2024-03-11T14:30:07Z
8C1cqsTpxXk,5G Revolution: How can you benefit ?,2024-03-10T06:33:35Z
hjVama9Id8M,Can MODI’s GOLDEN TEAM hit the 10 Trillion dollars GDP dream for India? : Economic Case Study,2024-03-06T14:30:10Z
AuDbtP_iCJ8,Aam Aadmi Party Honest Report Card : Did they really change Delhi? : Political Case study,2024-03-03T13:15:16Z
BanDS5A-hLU,Guide to make your product addictive : Duolingo Business Case Study,2024-02-29T13:30:10Z
Snx57b5p5VU,Are Farmer demands BASELESS or is the govt exploiting the farmers? : MSP Economic Case Study,2024-02-26T15:00:07Z
yr7jI2tmx14,Must Watch: Oyo’s Ritesh shares a personal story about how he solved his customer’s problem!,2024-02-26T09:30:29Z
BxggXhUDhxs,Why Radhika Gupta’s Edelweiss does not have a MOAT? How are they differentiating themselves?,2024-02-24T06:47:05Z
gaJR-aMqAnY,How RBI saved India from a Banking Crisis? : Economic Case Study,2024-02-23T12:30:10Z
_2YM7EWvItw,How Vineeta Singh helped the Quirky Naari 10X their revenue from 5L to 50L?,2024-02-21T11:51:19Z
CnaFfKV625c,"Shark Tank Investments & Pitching ft. Ritesh, Radhika and Vineeta | Indian Business Podcast | Ep 1",2024-02-19T13:30:30Z
iUF-Wh1Iu7w,Decoding the WHITE PAPER of the Indian economy? : Economic case study,2024-02-16T14:30:10Z
AZf9bOKjzv4,How KEJRIWAL’s GENIUS strategy beat BJP & Congress & made him the KING of Delhi? : Case study,2024-02-15T14:30:11Z
kGO4J6g3aQA,Indian Business Podcast coming soon ❤️,2024-02-13T13:34:36Z
7JXkKVA5RAA,Will Paytm CRASH or Make a COMEBACK? Why is RBI hitting Paytm? :Business case study,2024-02-05T14:00:11Z
ow5LxMPuRz0,Why India has a POOR CREDIT RATING Despite being the fastest growing ECONOMY? : Detailed CaseStudy,2024-02-02T14:00:11Z
-98fnc4VAo8,How A Poor Boy Built A 2000Cr Dairy Company And Beat Giants: Business Case Study,2024-01-28T14:00:09Z
HtUiNw8K3XE,What is the HIDDEN SECRET behind the Iran-Pakistan Conflict : Geopolitical Case Study,2024-01-23T15:30:08Z
eCoOsDrbics,Why Gujarat’s Gift City is a GAME CHANGER for INDIA? : Economic Case Study,2024-01-19T13:30:07Z
e58amA-TqiM,The Honest BJP Report Card (Analysed with Stats): Were the Promises Fulfilled?,2024-01-16T15:00:09Z
b9rLMlN5QnU,The Genius Strategy of Coca Cola to beat Pepsi | Business War: PEPSI VS COCA COLA,2024-01-07T15:34:11Z
zQx5yJsIBWo,OLA Electric: Is there any future in India?,2024-01-05T14:39:10Z
nqqPFXv8pAk,How the Red Sea War will affect the Indian Economy? EXPLAINED IN 8 mins,2023-12-30T14:30:07Z
wm86VOSf3rc,Is Gujarat model a Miracle or a Disaster? : Indian Governance case study,2023-12-24T15:30:11Z
s8NWNIGObjU,What's happening to BYJU'S? : Business Case Study,2023-12-21T14:30:08Z
fubBvMdSWjE,Can Google Gemini beat ChatGPT? : Google vs Microsoft Business case study,2023-12-15T16:00:09Z
pQfUPjo2RQs,Was Abrogation of Article 370 good for India?🇮🇳 : Political Case Study,2023-12-14T15:10:06Z
0QWC_N6Hi5s,Is India Winning or Losing the Electric War?: Business Case Study,2023-11-30T14:30:11Z
QP20QMad1eE,How WeWork's SHOCKING Mistake made it go BANKRUPT from 47 Billion dollars? : Business Documentary,2023-11-20T14:00:11Z
_2-JIfqStOc,How Adani’s Genius strategy of Transhipment Port is making India powerful? : Business Case Study,2023-11-17T14:00:08Z
